upid,GLC_BATCH_mu=0.6_H,FUM_BATCH_mu=0.55_H,PERSIST@8H_mu=0.02_H,STARVED@8H_mu=-0.005_H
P21829,133.1546390684,139.4245878255,0.3872133814,10.4170628935
P12994,394.6940320937,508.3276011707,740.4764207173,462.2984912529
P46130,1175.1230826209,976.1631509798,1342.3651134947,1090.7790581968
P75777,174.0939983579,210.8936840413,281.1656604996,210.0537445225
P0AAW1,19.662204149,8.5052999959,23.4214382056,7.8361337461
P30177,881.9736912162,594.6241905595,1145.928672491,849.3483487662
P30178,1745.3307896175,1170.0868342089,1116.6118301607,1104.9842762444
P0ACU0,44.5717507108,44.8183735646,67.9315202404,48.1048555428
P0AAX8,1770.7485856848,1314.3718716944,1615.6104246092,1310.7927089522
P0A9U3,350.9924312234,257.1531094667,330.3479350073,265.6299265887
P75791,118.9630734029,65.5883934357,25.2901586691,25.1830884326
P75828,7.2354458543,9.2648185663,15.3823935335,13.9094376672
P75809,99.2821649817,83.881446631,27.1895287156,34.9097735542
P75818,1226.9666873211,1460.4775783631,4526.9055315524,2571.7781677045
P75821,33.6615596475,28.2320969514,12.0957722249,43.165069075
P75822,3.627409792,8.3448886302,3.5592421911,4.0514417919
P75829,34.1587750224,38.6195029819,12.1080220947,3.3685588471
P21367,852.4699388329,1270.9970977458,2089.6136510961,870.444270088
P75838,451.5876434385,223.1646398326,147.5805122578,284.5968101144
P0AAZ7,289.7787083946,327.3999977338,275.2435723976,274.6612396274
P22525,36.4765524881,13.6857897892,85.2850444574,15.2545695396
P0A8N0,135.7024690262,142.392946364,232.6427436536,348.0673960334
P75849,90.6128413653,77.2950739409,62.5970369957,125.2245969453
P75863,183.2175387954,192.6634462442,206.9689050573,176.4545349953
P75867,113.5813776663,105.5244580659,128.2792718718,92.0276937054
P0AB12,364.1069055563,235.435831481,407.813910445,226.5345737612
P0AB14,1607.5508811933,1531.75270767,10216.8630188533,3362.4981715264
P75874,1325.9855718999,1385.0353787438,2060.4468489907,1748.0276778324
P0AB65,278.7766682967,287.1853697259,1768.614184065,860.1839156808
P0AB24,587.6680534655,327.0295386081,623.4215401187,469.3859983347
P75914,74.7165853028,79.8447342226,36.1365405778,73.6780208273
P75915,696.9788632696,670.2876793363,669.306371863,691.953445466
P0AB26,214.9154279074,261.6775887207,317.1505577574,256.8425023015
P0AB28,626.4568802342,579.882351842,698.5431464945,623.661482381
P0A729,1032.4972082741,1237.1572222482,2249.8864137083,1609.0908617641
P28306,30.7223176588,25.8743931654,60.374124949,35.8996877269
P29217,676.838539913,514.1198771119,1197.3186020912,860.9622941131
P0A8X2,688.676277255,958.596625038,883.2190179354,828.6956865687
P27431,596.5968411581,570.0484212511,829.6376399534,627.5659491706
P0AFQ7,155.4022798782,89.3742836988,105.6064488415,86.2112082002
P0A8E1,595.5284423368,889.441806854,770.3482178845,661.416500411
P29013,123.3104370635,142.0662860066,512.5468420009,424.4716071526
P76002,345.2212143205,417.0020265816,693.1488868567,296.3480908114
P0AB43,482.6334178284,325.2566795453,322.5549914931,323.100456148
P76004,247.3346530345,292.0122918377,350.1380394115,275.9462244652
P0AB49,37.6215941497,187.5836985595,1876.1746512639,2158.1360953373
P37052,157.975561538,77.1629270324,255.3267053802,74.4055382169
P0AFR2,9.6544235919,15.8084770447,50.9802792388,26.8353719644
P0AB52,567.2424403104,1004.5301870608,654.4419890743,1178.6781861475
P0A8Z0,418.3678887302,302.7548503273,572.5705333076,404.7657664993
P21365,83.7616626755,60.0349685496,48.2999160166,64.3226552078
P21363,144.2850855333,248.997323125,428.8508655343,259.217449233
P21362,30.1893072193,48.858452265,305.95136326,32.976887251
P21361,0.8328636502,3.4347954016,437.3716754041,8.0368090604
P08245,299.651464217,251.6681704989,233.182116199,330.1489179937
P0AB55,511.7413927101,560.5265241123,308.6920599048,783.2672557518
P31808,210.4812881036,173.3622814732,151.3622225082,160.2993417167
P0AB58,32.0397681216,35.8871486807,101.1628295453,48.6459594559
P0AB61,610.0652171773,538.2713531926,708.3791891662,430.3987012396
P0AFR4,630.9393641746,447.3640074714,1855.9889170462,787.4610068364
P0ACV4,751.7732945204,637.778588908,898.8371516934,701.3253952141
P76034,257.8492081483,270.9519246027,237.9438249688,311.8732939961
P76035,56.447062757,45.9076464903,7.7903642627,8.7456131997
A5A613,80.952307947,388.6679382479,53.5388350541,90.4107309191
P0A8R7,92.859386555,95.1433972399,68.2639689409,79.0561265931
P51981,45.3546184411,70.0660979265,53.0667788981,79.092279096
P77481,6.7070575639,11.4164347907,1.4640245871,2.3596124269
P76046,35.5875317055,44.4270192937,34.379952429,48.5619268615
P77302,17.9485483208,36.3895498084,22.5932796016,4.762339839
P25906,322.4141431146,707.3327427115,850.933410123,805.2378872983
P52645,6.4726619174,6.7898400373,10.7294672841,9.7397037399
P52647,112.6043307382,113.8132613131,264.7129166806,129.5603076942
P34209,177.8286074744,291.0930021569,205.4942565033,246.1853226455
P0ACW6,58.0719407429,239.5439994222,738.4698263185,572.3065440332
P77171,86.312555051,184.1640511238,8.2099074369,24.3392408411
P76097,100.0567646167,154.9589772712,566.9684787084,322.3713449373
P76100,1.619844371,0.7866640016,35.8669716569,27.7091172897
P64451,1342.2601210305,1960.0323547014,9518.3545375846,3426.9717779447
P76108,308.0642624172,897.3484593974,2847.0949276335,1550.4515263058
P77795,2.3744200685,105.0957018435,178.0780987513,138.5625703854
P64455,550.745366747,235.0634359105,254.656312332,319.2755750914
P31827,17.1190949582,38.1664962168,23.4958752899,33.6234917675
P37757,226.3578365734,192.4970019936,150.1404081414,184.9733106003
P31130,123.5154637715,153.9400607899,833.1863702379,240.2540831065
P31131,23.8326815401,29.1102965969,237.8097811922,50.4454445814
P77318,27.6262567202,105.2139867624,8.8353143962,106.3719845084
P39831,1553.5580913683,1743.8975683949,1576.0314246115,1460.1824985891
P0ACM2,63.1870543793,45.8524262057,49.6543979149,60.635224029
P64463,39.0315712949,63.6199932168,69.6979328946,41.5247349208
P77804,1126.7362905552,1064.1888224152,2083.1929038074,1495.7181176276
P76176,28.720843393,31.3889607097,68.8112561567,77.1291788759
P76177,1958.1377467615,1698.2819301878,1353.4103193515,827.3692974926
P77376,112.6373736868,151.7512137749,138.8500044629,114.9056563032
P76187,413.6373238319,610.6620732915,1421.9215622919,785.9113909528
P77552,98.0488535199,110.3974897426,97.0345993146,87.1429583437
P0ACX3,980.1838788797,1059.4983589024,1116.3150952788,1273.5104729458
P77148,109.9172334973,119.9868868981,188.8345172419,132.7533529943
P0A8A4,328.6993566306,500.8290364499,248.9024943675,478.5942320704
P77781,334.8873486012,361.6931667992,282.0087388469,296.5280774001
P77748,425.8881287079,443.3545284338,384.832018262,436.5900628023
P0AFS7,24.3479615524,21.7152841369,50.2089723214,25.5817994519
P77649,20.2262736857,16.8650821477,15.3462084739,14.3683353687
P64479,349.3942745982,437.4107355498,363.163161085,223.3895107875
P0ACY1,1238.8604826488,1246.4014872092,1329.4277381851,1439.232578984
P77721,74.9362301418,133.5275915824,126.0631136313,142.9706534216
P77529,1854.8342038407,1125.7154466285,1569.6257741629,911.3944017319
P76220,4.2650676014,15.1103868631,0.9248728688,2.6090535087
P39173,1149.7040876803,932.7176801649,1038.3841326865,805.4660781146
P0ACY3,1042.8713403346,1003.9168146373,4243.075459663,4024.8280927688
P76235,109.3202163212,94.0132269903,1023.64312114,703.3267839481
P64483,208.0718309779,244.2697108282,105.3653820839,95.4209622944
P76243,372.8460299702,352.8792861693,741.9806155482,435.2631201107
P0AA91,182.8349228933,182.6958111585,540.5555395943,307.2487239492
P76256,200.2013234151,152.2287956233,101.094308646,199.9934186237
P0A8A0,1418.795944941,1221.1152201133,1097.9115330623,1097.8950092672
P33218,209.5625495183,277.3433402289,282.7294154068,355.6271271602
P33219,1071.6574549648,1360.6029872383,1181.3784563013,805.3562183234
P0ACY9,255.0197318919,154.7111168966,11.4712820962,13.9843145788
P64499,236.1250708857,80.5908752993,33.3912170177,24.9206555282
P76270,1610.1946929542,1311.2111704833,1198.2248717479,1262.0236086623
P76272,58.5461483826,63.0254027957,50.7479320626,70.0283064496
P64503,755.4121917439,795.8503456872,4359.7196245579,989.9107094265
P64506,491.3308490059,251.5226136222,510.1916457415,171.3279680194
P0AD05,208.0307732706,221.3863425042,232.4691275112,154.66829049
P37774,257.971150478,249.830151999,315.5876050962,286.3155070091
P0ADI7,243.4104828844,208.1902985658,247.7430557772,179.3215995188
P0AD07,301.8684125742,214.9035352353,285.8135150049,215.4178800061
P0AD10,82.4711096981,46.1985630468,37.3419597836,68.182190498
P52007,167.7868447702,136.1854339907,120.7366328913,116.5023344046
P0AFT2,206.1956571347,177.0816886859,335.3263814538,241.4288147232
P31063,1265.7508751197,1054.3733171735,1430.2847954605,1286.6656771669
P31064,196.4472615287,656.3415119532,20.5042527258,240.7358209411
P0AA31,1098.116971533,3955.2554115567,231.9294290936,1753.6223506496
P46125,105.3496364878,92.8204027185,125.8218088386,84.4702585046
P46144,11.085173182,5.087278143,0.8437982649,0.9060153194
P76329,87.5435094807,149.632558889,607.5374957546,257.5387235326
P76330,14.2626473168,11.6520715643,15.7002921989,22.4839268734
P76340,21.2311306405,18.8683853631,16.9930118404,11.3582566175
P76343,6.0597725396,9.0417252391,13.1911739934,14.2623167598
P33014,1749.5257038344,2354.0723629622,10.3908041043,67.1078421225
P0AA47,160.6063083325,87.3167179808,8.3271740361,16.529116103
P0A8A2,951.7272458701,596.6291354164,866.5549765104,739.0873880942
P76361,51.272928243,53.2500878987,13.1319269473,8.4646923095
P0A8M6,6700.2384413364,4776.0469044026,7951.8742946737,4813.3437544566
P0AD12,388.6603049658,354.560679186,368.5467037823,368.324958044
P37749,339.6985312756,283.5091861956,272.9740768793,231.2367130648
P37751,187.4200209432,207.3900784797,280.2768919672,216.8303254195
P36928,41.0747634709,41.9522335999,12.333920333,20.7634344385
P76402,739.7543479257,1138.9271099085,6588.8240867774,2941.7582585458
P76403,406.3282610456,334.942368222,100.7747559155,176.3113576472
P76407,40.9685826573,56.4999887458,140.5303673494,70.5326604338
P33355,70.1240793651,72.326621033,51.0996861275,55.84882121
P0AFT5,26.023764293,74.162935179,16.8001134708,66.9321779156
P0AD14,4.5006757259,13.2773701359,3.6506217666,7.4982193899
P0ACR4,122.376565363,111.2956356686,207.258388247,157.7233574044
P33018,312.3610060571,438.3668680142,258.8381670274,404.3217787513
P0A6N8,1517.4901476939,1415.667286828,1251.8898735951,1162.606243508
P33030,28.9756938567,15.8944241327,7.2391350667,17.0555442206
P76445,96.9024696174,37.9961383606,110.5071262267,37.5214386575
P33913,8.6946567601,12.7422601646,2.8056394204,3.4456723388
P33916,6.5717865773,7.5181281507,5.2278510353,6.8235142129
P33920,721.8257240605,674.6956459132,919.7147440001,775.485003317
P0AD24,784.1224746553,616.5664599181,712.6630822232,688.3130943525
P0AD27,77.5016385749,84.3284012973,100.9752887974,93.9205468692
P77808,109.4287628022,70.6268248481,109.6890219961,73.8500937349
P0A959,180.2403090274,237.5008493752,91.4933746978,187.5506266642
P76491,230.098573403,192.8913805407,136.4608901909,138.9539808252
P77625,487.3890399797,387.2490531746,464.9946679127,421.203421227
P0A8W8,1392.2125118474,1127.1391547548,1681.4001869316,1343.9570487108
P39199,959.86293056,703.2627341079,565.0427720187,642.3921619997
P65556,667.4940539242,482.8357591737,416.6381269182,486.3841356603
P67095,391.8137627193,306.2098154089,366.8325538273,291.9726577047
P77544,249.6457924691,202.6379132122,277.8362485982,235.1603675281
P77526,92.9111936375,102.1097984034,107.8475580888,185.3964428364
P77775,130.6163595214,232.2627070294,770.4707945869,604.9394332278
P64540,214.394160955,217.1844748077,48.5985723366,73.1079284708
P0A8B2,175.6758848246,192.3067446039,152.1335446129,171.1324221836
P76501,5.9641244875,30.2126084358,0.1637450135,53.6702441141
P0AD33,451.4542039463,447.8524038763,1380.7000847218,734.6094055438
P77293,265.5045341302,228.6806528445,266.3371967031,246.7555891722
P76507,168.8523176782,122.6526974168,124.0010774087,91.2160368794
P77434,107.9716057,159.3472143725,52.2710463537,70.9170488912
P23842,6.443637268,7.1039065044,5.9367317592,5.6362717138
P76536,572.9250625034,558.8165359918,851.2062315492,408.0510447662
P76537,248.4310900741,259.6261857732,350.4267934148,275.1714301255
P24178,159.4640203484,197.5754940479,293.6157849228,247.6926343201
P76550,156.5114619392,185.365502355,225.8730784892,253.5909276837
P66948,198.3693255562,197.8615597097,180.0456972092,177.0523811483
P76569,1065.5189614446,695.3390567366,667.3244015318,538.5194940985
P77774,849.1694622042,783.7710800237,1176.4724645934,927.7404098364
P76576,854.258949034,672.3053605154,719.9416505135,742.5817372089
P0AFU4,10.3622987339,16.270794743,39.1777799501,23.2508863845
P76578,97.5890058652,127.9621039314,172.9988370185,159.5088569088
P0AGJ5,833.6640864045,680.6525078263,1231.7264976651,834.6563795222
P33644,26.9880290667,24.0668005454,29.1133473198,20.328133643
P11289,7.8169168503,48.9388228975,251.7795671136,67.4027902242
P0AC02,1088.8857410048,1006.6545785237,1030.0273461985,818.8431673992
P76594,20.3913053807,135.5584074993,177.2001847939,218.5778751453
P52119,120.7417745385,114.4107069506,101.4030011587,114.3899367575
P0ADQ7,685.9157307205,822.9210639758,1397.1480931219,649.1271857128
P55734,78.3242066407,64.4737153179,170.0988776555,181.5453331221
P0ADE6,1703.5480025793,2707.8993832919,10591.6145862721,3155.5210017364
P64554,124.2636861181,125.0726808608,153.5602920592,85.3292343255
P38506,26.5506563221,44.4273735913,41.8320705723,115.6563426796
P0ADR8,352.3583220903,442.4626723308,461.4116494695,481.9315587889
P65292,1406.6765563095,1582.7184601279,6260.192338804,2383.7638396211
P0AGF2,231.9785922847,164.6061538521,272.471948463,187.7833008951
Q46927,128.8529987247,113.4287665545,103.9505405684,112.340539352
P65294,861.3283646729,430.3231908032,746.8410579334,341.4392175957
P03813,30.3208638517,22.0075765956,26.6123244618,20.3097717356
Q46798,41.8095835734,34.5199014511,45.4659600508,63.9981611971
Q46802,95.8906413102,88.8081750328,246.8585865309,136.6828481708
P0A8C4,610.1300567254,534.5854071636,545.6675487086,615.2941360356
P0ADE8,1327.6118382879,1543.4031122944,1444.6882667092,1334.9606752578
P0ADS6,482.4014957503,503.3880032202,916.7895385201,790.8532257735
P25894,317.7353069335,434.5889375723,784.1478742942,531.6403190234
P38521,1163.8194149148,1139.5028074142,2067.6594708594,1427.1123010765
P0ADS9,292.6501693537,263.5159554434,380.0885566841,293.6472524834
P67080,174.6244668409,219.6663302086,131.4126768516,153.0815629095
P64564,266.6529025712,210.5126656379,285.8968851353,240.778829642
P52060,55.1956476857,51.2722166234,64.9287443582,114.2006743083
P52062,44.0093361036,35.9967278864,37.0769572699,37.5862938535
P0A8P3,2591.2153349859,2148.4512091899,2212.3487422343,2389.7336744457
P0AG84,214.7007740925,246.8748035092,1390.3774979441,510.9819820188
Q46845,822.1013639053,1404.817413965,1130.5658874603,1215.0791984662
Q46851,176.0658977873,983.4031877896,817.8970664863,1284.3353218515
P0ADT2,283.9109956458,369.9192159088,242.1427898376,162.6376318885
P0ADT5,114.9551912232,144.3637281204,122.5602281222,182.9483371311
P30871,430.2524961754,366.786009947,406.4229298556,347.4146278248
P0ADT8,472.2818167104,406.9065209274,502.6207769877,414.5724999241
P0ADU2,396.4111216334,632.220048367,485.1783446067,624.3866758233
Q46863,19.8917801354,68.411720249,27.9551751586,75.5386025399
P0ADU5,1150.783981482,1295.7246364097,5201.4921939483,2004.4349649297
P42599,264.5907678343,453.0714088595,628.7120251076,511.038282077
P67660,117.8096421563,112.7899768927,73.8354514441,128.1745855463
P0AFX0,1161.7056641477,1845.1942141348,2017.8583151393,1591.4204494666
P0A894,391.6346934552,350.3080670187,345.9780601798,343.6059931068
P45470,169.9247485648,155.9997395786,650.6262674425,221.1909273259
P67762,19.5081230715,12.9938728197,3.8679149777,11.0618259452
P63417,495.9051727222,530.2850016122,825.4098843881,774.5197173052
P0ADV5,186.442699199,182.9223747121,204.5915674878,130.60476753
P0AGK4,1393.9270765864,1096.1862989692,811.9531591094,1174.264506624
P0ADW3,1996.7017594011,1873.4016101882,2422.2698967583,2210.2250736353
P64612,134.8438697801,127.1169885893,88.3375959041,102.5897921171
P64616,99.1239188491,43.6072901431,320.0189075839,78.0243782655
P25536,216.9439489918,170.9128802126,160.6471521752,158.4318995316
P26646,695.4869214329,873.5511056531,979.8796321211,998.3808522062
P64624,422.1555384139,363.0565760866,310.2080074195,286.1670380284
P63389,187.700961194,171.3140838998,158.0855905416,159.3213446054
P67624,143.1982687339,182.6120057327,211.0561163813,74.6957595849
P0ADX1,1034.1823159215,805.9838075147,1170.6942724979,1033.8922278811
P0ADX5,129.9354057206,175.156771205,1525.480030139,604.8617737735
P46837,600.5877405136,377.8630600765,459.3808778237,350.9229348521
P0ADX7,377.4578405662,395.2469252411,9438.0331597851,2962.3981846883
P37613,77.3928680212,74.0922900466,62.3825376258,82.2495906676
P37614,46.2153510451,37.9281505598,63.8937461564,46.9507143034
P46852,187.4154260403,201.1127074061,281.9015796674,237.3457488594
P46853,422.1775772771,347.9809724275,565.1704587296,456.4019647518
P37626,193.495101378,299.2845849181,262.0366153901,403.4324865797
P37634,146.5224329049,141.4456234462,210.152680271,139.0091975009
P37642,97.5139467974,82.5638779165,348.1115391067,153.5254489508
P37643,1098.0598800903,551.4272677932,40.685778377,20.7226554883
P37645,81.6825625699,59.0872881108,171.5703822892,70.0330943331
P37648,173.1534859923,125.5936998825,169.36245252,110.5906138607
P37649,43.6251396593,50.8428759005,60.3526953145,53.5988009569
P37665,163.3373951954,84.0858834445,187.028087556,117.1741838904
P0ADK0,976.9761126301,1028.5124255287,1353.2917776812,1102.9746467567
P37671,130.7139261934,107.4992850342,141.7777804629,119.7698708577
P0ADK6,20.7216835988,19.7810551957,46.9725313122,17.8181070315
P0ACA1,278.3094743411,280.5346475444,237.5085610303,281.4580016702
P0ADK8,460.4435444801,304.4394947034,371.2275201719,277.5951153039
P0AG27,1891.915310991,2335.9452321346,2193.0394962693,1635.7169168355
P37690,55.3934561902,52.4207190458,43.5595603129,24.9814743665
Q2M7R5,890.8699313155,811.1108251679,3757.0594541069,3261.8352118124
P23839,635.4905422635,515.1923210112,497.7191758352,473.8484591948
P31433,137.9452057541,129.0621101529,264.8990318046,171.1791163422
P0A8Y5,443.9845117571,306.19506864,153.290561217,174.923480015
P09996,316.0325497416,302.4181195507,339.9031434109,218.5584117203
P60872,117.327311952,92.35794068,84.7187900199,53.3370286308
P0ADM4,192.4108920456,383.9782060298,320.3247735305,368.7943058938
P31455,178.3731931941,126.3359380441,155.1408221745,152.1114361413
P0AGE6,728.8648399888,739.3292490209,725.2195638496,714.0343284704
P31475,222.9182411318,146.176404529,268.6931314038,207.9688461702
P0ADN2,4263.794721912,4935.3384449527,3226.2755162885,3112.7475278694
P0ADN6,1781.1430360852,1601.3776613778,1822.9518353864,1774.0200213088
P23305,19.7317616395,19.0065153761,1.8079100894,3.0132647708
P0ADP0,509.1460660586,497.5018534342,273.7740882872,460.0430240403
P0ADP2,141.8084055758,154.0421985959,67.9682443314,101.2759488163
P27848,298.0520292545,260.406425089,204.4533162104,183.4902240769
P0ADP9,718.0747281976,588.1528637373,394.6506576739,445.5471723245
P0A8H6,742.7308333257,707.3451354967,864.372391054,616.8539595154
P0ACM9,8.2431261638,12.5857874069,3.0589299942,1.9922615936
P32144,87.1489843329,101.9308168568,83.726835773,141.1025830606
P0A8Y3,215.8719400019,462.0228320831,327.0382285972,593.2135080682
P0ADQ2,314.1385769668,312.8260844616,263.902360494,318.6663083108
P32157,756.3349099608,575.505842873,783.8832942427,783.8695122345
P32162,562.6638457668,318.1354973951,1929.7016619107,639.2368719328
P32680,175.754747294,160.1554771905,127.0833069911,157.874722874
P0AF43,26.5590459927,33.1876990885,63.0338230943,36.2969212045
P32685,248.348544243,195.936530163,259.9304904039,124.3974060891
P68206,442.4258039753,608.3842132851,40296.4772722283,6385.6417574777
P0AF50,273.6404411895,372.9923270053,620.1308779632,501.5480491241
P0AF52,307.7302942239,293.3368750651,479.0496772917,360.8578001824
P32703,28.9967882837,24.5744904355,29.0008790501,35.088187456
P0AF54,28.2218075167,3305.8329703201,702.6001557792,3058.7322664865
P0ACU7,481.5347228542,434.5925868566,448.0027439499,379.4869113628
P0AF67,376.7740774548,314.0540414722,397.5035395077,302.8293193211
P31806,88.4383491047,154.1035663252,207.004571626,176.4748407053
P0AF70,2047.5664431036,1971.7550344159,2601.1865371687,2664.5875678983
P39280,33.8006288649,31.9448916579,4.5838269533,7.9267728586
P39285,18.9178130156,20.3654589408,24.0919060286,26.8656861799
P0A8X0,227.4700378403,210.7722343814,444.0032490745,365.9046957687
P27250,235.5302528234,221.0941988673,706.4122266989,423.7807866295
P0AF93,5833.9613734457,8988.724473162,4987.1531705565,10470.3318845239
P39334,141.5152891493,113.1693082131,123.0287924859,94.5215884721
P0AF96,6137.1689795489,8074.1588403682,4746.1752608708,6010.7250622965
P39337,124.0272848527,55.5553768147,71.9074080235,68.8402812618
P39342,198.6548649643,244.4129800655,620.6880681,336.7037959774
P39353,41.5483689767,66.527333211,49.3077733664,65.9500480932
P39356,143.0440816584,172.5889442944,235.4012720146,161.9394627723
P24203,272.2645799209,423.898184029,207.0675699171,371.7262108757
P18390,124.4855337689,119.1057932154,118.2490770925,59.8576916984
P0A8Y1,89.5117012874,51.7259243133,39.1078195769,19.7354990356
P39410,15.122292552,13.8475987052,35.4343941868,29.7908808136
P0A9W3,1706.0734622993,1775.5346954977,1479.2945587615,1830.7137857064
P39407,66.0913389161,40.8204910264,7.9943970597,18.3956837728
P39411,209.8521749021,125.5651381762,140.2760971439,109.9925738797
P77212,35.4094004906,31.295735885,98.7957315955,40.4492303961
P0AAS0,67.0773558424,61.7007209517,2.6741630878,8.3008642857
P75713,46.6508007029,76.7297081703,26.2171571057,56.89024103
P0ACA7,852.7207462178,888.9702677688,664.2945379021,865.955076483
P0AB10,194.3807354624,161.3374755711,456.3705713739,237.346690499
P0A8D6,240.6002033833,233.3896074306,592.7756301138,451.6701732519
P56614,120.4733215927,139.6915572186,3675.4417203162,74.8328270628
P75974,15.2455341968,39.2085875303,12.1249634211,27.5523347425
P0AB46,207.3385575935,297.5997202916,239.4875556776,97.1998125146
P0ACV8,193.2328965263,186.6625395979,122.7497908638,90.0589896699
P76112,49.7962564058,43.0500638306,21.0154865377,31.8826116247
P76113,310.7010019196,358.7879310569,543.6231542575,350.2525501432
P76116,1790.9013579823,1747.5991969574,1679.0243802729,1766.0060178505
P76149,82.8320313535,110.64458301,22.0342987812,63.7868654469
P76170,372.5479617506,579.7482206327,321.3174364076,1000.3452909236
P76172,158.3857064466,151.9438159161,1350.3582280805,521.5170615877
P76193,665.5695329192,424.7999363209,5798.3949417555,2286.4516125405
P77739,442.5820490872,561.4419252537,2280.0422053162,1814.5665146399
P76208,129.936698419,120.8858380046,196.955714335,115.2574387809
P77247,485.8872154939,469.358139247,346.3339048186,583.690617325
P0AEB7,221.411868096,361.6190469692,244.5959052397,235.6875511198
P64490,132.2082342825,250.1122388639,778.2953719946,287.1639074789
P0AEC0,45.2479393661,52.2860085685,43.4690640409,39.2038541434
P64493,126.5907025317,97.8692791759,47.3689822267,120.5139630709
Q2MB16,79.4843603035,57.2254797781,66.9152176021,46.0609045451
P64519,190.1155947299,185.7464247683,3865.1702390937,1403.4834013416
P33368,24.3829360051,30.8073453345,62.2691678819,16.0542014128
P0AD19,63.5907425514,74.4891250247,31.7284738271,2.3451124752
P64534,240.0082060677,297.7180707692,289.6936251468,296.0038502593
P33941,69.7447195752,42.1283994572,42.0894372155,41.0776212089
P0AE39,83.5339168823,72.2521214808,191.5643664217,101.7521394915
P76524,27.089449531,34.142144283,16.0251516461,59.3555375194
P76539,59.2218504986,67.6439006137,27.2841028323,52.5711951319
P64429,279.9587435553,237.8732415323,596.6256226355,304.9248140256
P77475,38.3827659067,47.2889304212,19.3240119174,12.5940112105
P65367,445.1337012553,515.1460378747,528.0350477848,634.4876811608
Q46939,17.3618057742,88.7867981223,5.0105707365,3.8665856484
P67603,610.0500236329,649.5279341758,773.3082498574,785.0874642652
P0A8W5,348.8789072431,272.4942533773,198.6634445446,259.5366649978
P0A8I1,52.678518934,58.4392399558,75.6025478575,60.3533130002
Q46856,1660.8880790925,562.0032790039,1579.5949191126,423.6391945003
Q46868,808.1886750548,852.8784729801,921.0553814562,797.1400702857
P0AA63,11.7283220408,7.6889473754,38.2272150924,10.9314860346
P42616,120.8198098513,161.2374846876,326.8661907342,78.6459893015
P64581,3120.6448740898,4065.0261885494,7948.5128712758,4284.1571897412
P64585,81.8381537276,96.6743227698,86.544867875,64.6322559788
P42620,150.3562537703,174.9252283179,869.8770191877,401.1608103578
Q46871,425.3304550424,487.7542848481,361.7960904013,480.673445419
P64588,107.7729668132,95.7349928865,94.9531536181,115.4227842245
Q47710,77.024335952,70.439910824,102.4827045334,72.1974544594
P64596,740.8051458697,640.1842670833,835.6471904766,735.0612472797
P45468,54.9081249991,86.6956019972,99.6144201846,25.0230664921
P45469,1.2022903935,19.9143714223,252.7647287873,90.558682515
P0A9W6,663.4458691278,551.9142138945,350.9706568433,476.2158521816
P45800,20.986512207,56.9677772634,97.0764502485,76.2407369359
P64636,49.3308936786,35.4188836097,3.1139380745,12.3749339353
P56262,701.1550314893,1062.9625703259,610.8457364551,887.1359129483
P39310,254.4294080577,292.9293676246,814.4909085429,510.6763923632
P39187,30.2315751961,113.867422547,245.4212414354,72.0807027901
P0AE45,13.8600179835,20.4786639077,11.3356756959,31.9608477359
P0ADE4,42.2933307243,29.979146989,47.5821958078,38.7302096575
P39321,23.7572492153,14.2486254198,23.7934991933,20.215880499
P39325,561.6762830416,1047.8014726236,5026.5731718838,2241.330621946
Q6BEX0,24.7648432796,33.189596471,150.004503311,156.6027863154
P0ADS2,762.4765631955,558.2387640015,715.0823363355,591.5627223203
P0AF36,3646.9294132648,2805.3794468997,2658.4792940055,2942.7614805285
P77173,913.8466471712,928.5774668134,1090.8510100972,892.5661540338
P37617,53.080716932,31.9791965626,64.7073574838,39.0727897791
P64423,269.4279535842,73.7612249113,219.9581776822,149.9099573478
P39172,252.2581391987,255.8987006623,312.101966373,216.3438460399
P0AC51,172.5131395214,208.7538312572,193.4780287999,240.1777336288
P0AC53,1271.2052297116,801.3512082973,1631.7434057377,906.7734551538
B8LFD5,42.2365608588,33.6911698974,30.3191744007,78.526124719
