upid,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S
P07021,41.21,19.15,47.50,42.88,13.82,38.47,38.60,47.20,68.66,19.78,125.06,65.82,18.06,157.68,26.86,141.75,145.96,34.81,47.77,43.81,35.87,122.91
P03813,8.33,32.08,30.74,66.69,26.07,82.56,9.93,51.00,16.96,23.67,10.78,25.06,55.36,37.27,72.80,118.53,6.71,30.42,43.57,55.22,32.78,11.56
Q46798,31.03,18.10,32.14,11.47,14.40,13.34,12.08,3.90,7.19,27.85,32.75,10.68,13.00,8.37,13.49,18.22,34.90,24.91,32.87,23.11,1.57,37.61
P0AEA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0C960,15.75,12.88,12.76,9.75,21.38,13.63,12.63,25.54,23.10,6.84,8.95,8.64,51.18,53.10,26.58,71.90,29.22,15.78,14.19,10.07,22.73,10.95
P0AC00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P75958,30.81,55.32,5.27,13.06,14.72,46.97,19.08,26.53,10.09,28.68,31.66,6.14,56.04,73.59,78.52,43.07,16.87,13.43,35.86,56.81,25.80,12.33
P46022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0AEB5,45.46,16.86,21.92,15.62,11.32,14.95,19.92,66.55,8.38,17.51,8.89,12.00,0.73,144.40,69.79,107.60,7.37,17.62,29.68,40.39,24.74,25.08
P75822,68.85,79.53,100.91,98.57,155.80,122.05,19.32,71.35,62.25,34.83,75.18,33.58,146.38,19.06,90.67,172.03,77.40,29.74,23.80,44.90,128.14,65.21
P45469,41.24,22.51,35.53,27.68,12.18,36.00,17.36,14.67,14.99,28.47,11.08,4.87,24.46,9.65,19.67,13.10,6.34,19.14,35.55,9.39,28.01,22.42
P38104,85.08,37.60,104.95,50.62,41.60,33.93,54.64,69.82,94.59,67.18,132.19,81.20,104.50,34.13,41.60,164.95,75.01,90.10,7.61,30.68,71.39,23.28
P27242,10.97,8.84,23.32,28.35,28.07,18.24,15.76,34.89,31.12,4.67,10.46,25.05,0.93,35.44,61.77,86.49,18.72,13.66,33.20,76.39,18.66,77.78
P76387,106.85,1.04,51.32,1.23,166.38,89.25,0.82,140.61,166.19,1.42,89.31,144.87,172.04,145.15,127.83,170.31,0.90,1.52,146.07,0.70,170.30,0.59
P76190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P76206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0AES2,23.51,54.00,30.68,36.04,36.58,27.41,3.49,18.42,16.48,19.14,87.00,28.47,18.83,14.17,28.59,71.98,11.51,26.39,83.58,13.27,27.15,81.71
P28631,15.39,27.55,4.93,1.38,44.81,10.90,28.83,37.26,18.77,22.96,9.38,12.51,21.39,58.65,37.13,85.74,31.17,18.34,21.04,15.30,28.02,6.84
P71298,87.68,1.12,170.95,165.65,41.41,64.78,35.03,105.23,24.89,9.83,32.36,23.70,0.16,139.32,153.15,116.71,0.83,70.74,0.69,152.65,0.37,164.76
P05523,28.35,54.06,48.82,82.16,87.44,1.25,0.88,94.37,127.29,147.93,143.21,150.06,75.89,91.50,72.00,166.71,34.72,97.72,166.71,79.36,163.53,124.40
P17802,31.18,12.52,27.24,34.15,34.31,6.50,18.80,13.55,7.91,21.68,31.57,5.33,54.44,69.17,58.23,3.83,6.43,37.39,34.30,25.17,3.58,10.67
P50465,138.76,1.98,19.31,85.31,140.70,0.16,86.97,0.83,60.39,98.87,149.52,142.06,128.57,113.48,19.16,144.88,8.83,17.40,161.16,80.60,99.53,17.88
P68739,64.28,26.43,20.69,30.09,8.55,25.64,14.31,40.59,6.42,24.93,26.82,9.32,19.81,22.37,70.24,18.59,27.77,57.07,20.65,27.16,41.97,61.80
P0AB83,13.52,32.54,43.28,11.14,5.05,8.70,19.62,21.92,14.15,13.43,127.90,73.54,0.59,165.26,30.40,69.43,79.69,43.76,16.68,11.16,11.09,18.82
P07013,160.29,120.45,157.10,165.62,163.44,37.17,59.29,94.61,79.76,6.56,35.51,23.90,65.95,77.37,110.28,30.48,20.74,23.33,56.50,17.42,23.92,81.16
P23862,75.00,37.45,143.48,7.01,3.48,13.77,17.15,23.93,19.26,24.87,30.25,16.06,56.44,172.67,11.00,86.97,17.00,83.75,20.29,17.66,12.97,20.15
P07648,49.49,14.56,71.85,32.04,30.17,34.28,12.00,33.27,35.41,19.94,8.23,19.61,92.93,100.77,85.26,99.28,26.79,42.76,26.11,8.23,39.95,10.10
Q2A0K9,145.67,92.62,168.86,1.05,37.25,159.33,56.24,40.43,121.25,170.38,90.54,89.28,172.73,95.04,86.64,94.12,37.65,102.27,28.09,35.86,91.52,152.03
P0AG76,31.60,21.97,38.85,47.40,46.88,91.71,111.83,82.62,76.51,122.81,78.56,87.33,86.36,162.80,172.73,127.38,167.26,88.00,70.74,165.50,81.12,118.94
P14294,80.71,89.96,170.52,36.10,12.61,111.94,28.01,61.84,8.75,13.77,59.93,28.77,0.07,0.24,0.84,156.69,2.12,147.51,48.52,122.31,75.85,26.87
P0A8P6,72.59,31.55,25.42,33.90,37.90,25.28,20.45,11.06,14.85,16.80,19.72,10.48,44.60,26.29,2.80,34.29,5.29,11.36,25.32,42.79,10.05,43.11
P0A8P8,10.47,14.98,19.90,27.16,31.88,38.33,22.48,22.42,71.93,69.50,111.85,95.43,95.59,52.86,65.15,118.97,72.98,42.17,87.14,14.28,53.23,163.46
P75828,65.73,68.08,97.92,33.61,84.21,62.85,81.08,98.71,22.40,47.54,69.49,21.19,1.70,62.63,148.59,171.05,156.17,166.49,0.55,168.76,0.85,1.55
P05050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P28905,83.20,41.09,81.27,22.75,121.51,104.43,65.27,121.67,41.70,62.93,66.21,34.95,90.48,126.88,85.42,86.12,117.95,109.53,90.67,92.43,49.95,135.58
D4HZR9,24.05,38.45,70.53,11.87,39.82,42.96,26.44,75.27,32.81,18.11,61.13,36.45,63.83,19.42,171.34,65.67,82.17,40.87,68.48,14.16,78.43,118.09
P24230,53.19,32.75,42.06,72.75,39.91,57.22,15.63,72.19,20.28,27.18,43.60,22.45,163.20,92.04,104.71,34.04,0.93,145.12,132.03,159.55,41.13,109.86
P0AAR8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P75952,89.48,46.55,106.96,56.86,69.40,81.87,73.48,22.99,23.46,16.51,54.60,20.38,161.02,78.19,105.53,124.14,77.76,124.70,145.70,167.91,62.24,86.92
P0ACS9,44.55,7.10,84.25,38.50,38.54,17.89,8.99,84.76,57.84,27.47,65.90,9.51,170.87,123.22,106.68,146.17,149.02,76.67,147.30,82.07,152.83,93.79
P0A6D0,9.34,5.40,14.65,9.55,9.48,4.46,9.80,5.98,9.41,8.19,8.93,12.86,16.99,11.50,11.22,12.65,9.57,4.11,4.73,30.25,6.19,3.70
Q47083,27.33,23.75,6.80,31.29,6.34,32.07,24.50,49.98,28.64,30.83,12.79,43.35,43.95,82.73,52.49,28.58,26.13,38.69,24.79,39.44,32.58,39.35
P06966,20.31,27.95,15.94,15.01,15.11,12.79,14.72,27.54,20.74,25.23,78.39,51.05,14.02,13.68,17.72,3.69,11.95,13.23,91.32,50.74,78.78,54.24
P0AFW0,37.93,3.23,9.85,22.15,27.15,11.90,16.77,14.43,4.95,13.40,1.45,14.91,11.92,7.86,12.81,26.66,12.17,42.66,20.59,1.76,11.91,24.58
P0ACS7,5.80,15.45,9.71,15.31,37.75,24.44,20.53,11.90,9.52,11.98,8.36,10.68,73.24,60.83,29.89,74.85,35.79,58.15,25.56,47.15,41.70,21.72
P0ACS2,69.33,82.17,153.33,170.10,170.33,166.41,128.18,55.00,104.23,72.58,150.39,43.00,0.37,0.89,86.60,119.88,161.11,96.34,105.19,47.88,30.82,172.71
P36673,107.29,22.71,30.56,10.77,10.26,25.85,22.02,24.97,11.81,22.97,2.46,17.46,33.09,12.05,21.69,86.93,6.79,17.83,32.08,18.94,17.44,10.87
P39161,17.17,29.83,18.09,11.20,15.61,68.78,44.11,11.76,32.53,25.21,31.98,13.72,55.17,33.06,36.93,10.48,45.57,50.70,16.70,26.58,15.96,11.36
P75989,50.04,17.31,25.02,19.14,20.67,17.58,32.50,60.16,33.59,30.16,7.92,9.94,34.25,13.48,95.73,17.38,40.95,43.83,9.01,37.50,14.33,17.32
P77615,8.65,30.69,9.56,16.42,15.18,21.31,28.00,9.30,19.59,24.64,18.12,6.43,13.35,19.10,25.79,22.17,14.45,21.09,4.53,14.28,27.23,12.28
P67660,68.11,53.62,105.49,77.32,50.29,91.24,16.18,27.47,8.81,36.15,41.40,67.59,112.26,145.69,92.47,83.79,82.23,76.92,86.18,6.18,17.88,47.96
P36995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0A978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0A9G4,23.54,3.06,11.18,29.08,10.85,4.38,11.85,23.55,9.25,14.68,30.64,20.60,68.35,4.15,44.25,68.04,137.76,98.18,21.43,29.76,6.95,75.56
Q47129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P64638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30128,58.57,101.50,86.99,22.68,42.72,161.83,132.62,6.96,25.99,26.24,12.61,37.32,72.95,54.09,34.10,27.58,29.42,28.22,62.41,40.33,24.34,99.26
P05827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q46864,6.38,0.43,3.56,22.86,13.21,32.93,13.99,12.29,18.39,23.11,21.58,41.56,113.07,29.02,9.34,37.05,38.74,11.99,103.82,110.77,131.05,44.26
P77245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P64616,73.84,70.47,45.78,12.18,26.71,16.68,7.19,106.13,23.39,2.76,12.68,5.53,7.90,27.40,87.68,78.95,19.69,9.67,18.41,17.65,35.44,14.74
P39334,26.64,26.25,13.65,12.84,24.49,42.61,18.64,43.50,13.62,18.28,14.08,6.57,20.01,24.98,49.38,26.59,13.30,13.46,40.84,10.33,29.56,19.41
P0AEM4,15.83,25.08,21.45,35.22,22.12,75.79,10.04,36.89,24.60,14.06,16.67,36.07,138.84,53.22,44.60,74.02,120.50,49.41,19.44,14.07,54.15,41.59
P0AD01,45.87,51.22,29.27,14.86,12.85,91.07,26.54,18.02,24.65,32.94,13.91,21.41,168.17,29.65,170.25,114.41,104.13,13.13,47.54,41.54,20.88,30.09
P0AFT5,8.43,86.13,24.21,29.60,27.82,5.03,12.72,86.61,15.06,30.20,10.87,10.73,94.93,78.60,60.88,56.47,33.58,7.83,12.15,13.33,19.71,13.09
P0AE39,21.91,14.54,7.31,30.33,41.66,19.18,4.25,48.58,20.52,18.27,12.04,18.59,22.16,29.88,9.38,18.63,14.21,1.35,11.18,14.62,12.85,26.15
P0ACM9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0A9W0,19.50,44.52,27.13,8.96,26.04,9.57,7.37,34.86,26.89,20.73,24.94,32.01,49.63,61.71,37.47,89.57,44.85,55.66,44.80,33.25,40.65,8.51
P52598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P75974,107.10,14.51,8.54,40.92,43.58,10.45,12.72,47.69,16.79,50.51,62.87,33.75,48.25,32.35,45.05,75.17,13.26,37.13,38.76,25.31,59.25,57.47
Q46802,66.18,1.39,4.13,36.19,36.66,57.34,85.82,58.02,20.34,13.31,9.31,10.28,34.74,51.86,154.88,97.13,110.49,143.19,82.12,78.40,73.46,123.42
P0A6M4,23.48,21.15,23.60,31.17,4.49,16.19,24.95,17.76,10.15,24.87,35.36,37.62,31.32,83.77,101.70,79.73,17.51,40.08,62.17,31.97,57.25,35.10
P0AFW2,68.33,82.39,41.11,24.35,20.86,24.28,8.64,64.41,9.72,35.62,26.05,25.64,44.57,82.63,82.82,95.40,11.20,29.59,6.02,40.71,19.11,12.55
P09155,104.33,126.92,79.69,82.03,87.85,23.92,49.09,63.99,80.90,74.67,81.61,57.80,88.80,97.58,87.10,114.98,87.32,160.11,60.69,166.23,170.23,95.79
P0A7Q1,13.81,18.96,6.86,45.43,35.76,27.74,10.21,22.24,20.79,5.30,23.02,19.11,10.10,17.58,5.23,7.41,9.85,24.74,16.53,19.00,2.98,4.68
P0A7Q6,20.27,49.09,4.12,53.31,16.18,82.83,19.13,6.04,10.45,21.38,20.34,9.23,5.77,4.05,76.62,71.28,6.62,56.74,16.80,31.64,19.77,43.07
P77398,69.35,45.28,58.90,25.21,26.36,10.02,12.56,40.01,10.81,9.56,31.64,6.28,89.30,103.69,90.78,66.85,135.81,32.25,165.36,155.67,109.20,72.09
P0ABT5,7.30,16.34,4.59,8.85,20.62,37.80,6.41,22.73,20.68,25.87,32.67,3.42,104.83,85.29,31.29,85.79,39.46,16.54,3.96,44.79,12.85,23.46
P33371,172.47,0.67,101.49,165.76,0.96,0.76,1.25,1.28,100.09,0.65,0.17,1.10,68.96,0.76,150.73,139.23,87.95,0.84,0.16,1.18,70.77,163.06
P42596,6.11,141.54,48.62,83.17,35.59,52.80,38.37,77.48,40.26,43.31,39.80,39.22,153.03,23.07,34.19,33.83,33.98,48.89,91.42,61.42,61.69,98.75
P08245,15.45,1.87,17.37,14.04,2.50,11.80,7.95,6.17,2.25,16.54,5.40,19.38,15.51,12.51,1.38,9.76,14.21,8.42,15.70,19.92,11.41,7.30
P76273,18.42,11.08,10.48,14.66,12.04,50.26,16.11,22.06,13.73,14.46,5.23,15.27,84.16,12.61,55.79,68.40,6.02,12.55,7.49,12.50,3.90,19.23
P75817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P0AGJ7,70.06,12.22,26.00,21.33,14.85,49.64,12.17,21.92,18.94,12.51,11.72,13.12,63.33,31.52,22.38,32.84,13.35,62.19,19.77,2.51,23.13,27.00
P55135,46.83,36.50,20.86,46.95,44.33,71.40,12.73,2.74,34.97,45.82,15.38,91.40,75.27,94.78,81.01,38.57,34.09,16.05,6.54,69.56,28.54,24.97
P24224,28.15,7.08,25.57,8.50,2.10,13.21,25.21,9.47,26.01,8.27,34.16,15.49,15.50,23.90,22.68,18.18,16.31,8.05,13.00,7.67,25.20,10.51
P0ABG1,32.04,35.39,117.46,11.77,22.46,62.04,7.12,44.28,1.50,26.23,28.77,43.50,68.13,18.02,35.20,8.29,8.15,31.47,14.02,20.04,8.90,16.84
P0C7L2,9.87,14.19,21.17,17.10,26.03,10.33,42.48,48.62,7.49,20.39,7.00,23.75,40.44,114.63,70.23,126.68,55.02,44.52,88.74,67.21,19.46,34.75
P0A8Z0,16.60,9.16,68.61,4.28,17.41,39.44,10.51,8.12,5.28,4.72,13.76,11.50,143.59,9.31,22.65,23.89,16.72,14.12,18.91,17.02,0.59,19.14
P0AFY6,29.56,27.67,97.80,23.85,27.88,15.16,10.15,35.82,62.10,34.41,12.58,8.08,24.07,39.87,22.42,66.43,39.06,12.13,29.63,50.32,7.63,14.17
P0AFS3,21.03,1.87,2.80,7.70,7.12,3.37,12.76,14.71,4.77,6.26,19.53,16.81,70.39,2.18,9.01,14.58,18.03,8.47,2.31,14.11,8.03,5.74
P0A9H5,20.49,7.20,24.84,8.46,16.04,6.07,19.48,5.73,3.22,4.07,8.41,9.87,30.88,9.16,82.98,13.85,12.68,27.35,17.50,11.47,11.38,2.45
P0AC16,30.43,92.05,14.55,29.97,18.20,64.82,12.04,8.78,6.75,1.90,5.92,7.14,17.32,15.33,20.25,83.01,28.41,13.98,107.87,6.88,12.40,19.00
P0A6X1,87.31,97.88,172.65,87.52,35.06,152.06,51.56,7.93,120.77,96.23,160.12,34.09,0.74,0.38,158.78,170.82,33.68,157.24,10.35,25.49,100.20,61.83
P09126,35.94,25.32,77.72,13.82,5.10,26.29,9.72,20.91,23.13,8.29,20.93,21.54,126.27,59.25,35.48,40.59,11.69,25.35,15.20,6.39,4.58,18.22
P22939,37.18,9.54,33.69,32.60,40.94,31.49,23.56,13.89,19.35,4.02,13.04,28.41,36.71,91.81,65.28,83.88,4.51,9.56,30.12,31.00,20.68,12.76
P0AD57,17.19,11.37,10.95,9.21,23.70,33.94,4.18,14.84,14.75,8.89,26.85,4.11,16.67,29.75,24.70,34.87,9.42,21.86,10.74,17.51,9.85,17.24
P60720,80.14,147.35,61.00,71.56,14.11,93.43,29.89,31.54,80.34,54.07,34.76,51.54,133.00,57.54,116.76,154.35,36.19,141.62,25.66,24.99,77.75,95.81
P32173,4.14,5.72,10.24,18.23,16.58,6.65,12.85,3.05,7.04,16.15,9.42,16.70,24.63,43.93,8.34,38.06,18.13,3.57,11.31,11.56,10.05,16.28
